selection1_name,selection1_url,selection1_address,selection1_date,selection1_Category
Gin Palace - Winter Party,https://www.eventfinda.co.nz/2023/gin-palace-winter-party/auckland,"Bivacco, CBD, Auckland",Thu 1 Jun 5:30pm,"Food, Gourmet, Wine"
The VIllage Mingle,https://www.eventfinda.co.nz/2023/the-village-mingle/auckland/herne-bay,"The Village NZ, Herne Bay, Auckland",Thu 1 Jun 7:00pm,"Socials, Singles, Balls"
All Static & Noise,https://www.eventfinda.co.nz/2023/all-static-noise/auckland/balmoral,"Capitol Cinema, Balmoral, Auckland",Thu 1 Jun 8:30pm,Film
Wynyard Grill Jazz Night ft. Caro Manis and La Luna,https://www.eventfinda.co.nz/2023/wynyard-grill-jazz-night-ft-caro-manis-and-la-luna/auckland,"Wynyard Grill, CBD, Auckland",Thu 1 Jun 7:00pm,Jazz
Strike Up The Band!,https://www.eventfinda.co.nz/2023/strike-up-the-band/auckland/warkworth,"Warkworth Town Hall, Warkworth, Auckland",Thu 1 Jun 11:00am,Theatre
Deep Rising,https://www.eventfinda.co.nz/2023/deep-rising/auckland/balmoral,"Capitol Cinema, Balmoral, Auckland",Thu 1 Jun 10:00am,Film
End of the Road,https://www.eventfinda.co.nz/2023/end-of-the-road/auckland/balmoral,"Capitol Cinema, Balmoral, Auckland",Thu 1 Jun 4:00pm,Film
In the Shadow of Beirut,https://www.eventfinda.co.nz/2023/in-the-shadow-of-beirut/auckland/balmoral,"Capitol Cinema, Balmoral, Auckland",Thu 1 Jun 6:00pm,Film
"Jane Campion, The Cinema Woman",https://www.eventfinda.co.nz/2023/jane-campion-the-cinema-woman/auckland/balmoral,"Capitol Cinema, Balmoral, Auckland",Thu 1 Jun 12:30pm,Film
Oasis,https://www.eventfinda.co.nz/2023/oasis/auckland/balmoral,"Capitol Cinema, Balmoral, Auckland",Thu 1 Jun 4:00pm,Film
The House of Loss,https://www.eventfinda.co.nz/2023/the-house-of-loss/auckland/balmoral,"Capitol Cinema, Balmoral, Auckland",Thu 1 Jun 4:00pm,Film
When The Sand Stands Still,https://www.eventfinda.co.nz/2023/when-the-sand-stands-still/auckland/balmoral,"Capitol Cinema, Balmoral, Auckland",Thu 1 Jun 4:00pm,Film
When We Dance,https://www.eventfinda.co.nz/2023/when-we-dance/auckland/balmoral,"Capitol Cinema, Balmoral, Auckland",Thu 1 Jun 4:00pm,Film
The Pink Floyd Experience,https://www.eventfinda.co.nz/2023/the-pink-floyd-experience/auckland/takapuna,"Bruce Mason Centre, Takapuna, Auckland",Thu 1 Jun 8:00pm,Classic Rock
The Classic Comedy All-Stars: 2023!,https://www.eventfinda.co.nz/2023/the-classic-comedy-all-stars-2023/auckland,"The Classic Comedy Club, CBD, Auckland",Fri 2 Jun 7:30pm,Comedy
The L8 Show: 2023!,https://www.eventfinda.co.nz/2023/the-l8-show-2023/auckland,"The Classic Comedy Club, CBD, Auckland",Fri 2 Jun 10:00pm,Comedy
Keep Stepping,https://www.eventfinda.co.nz/2023/keep-stepping/auckland,"Roxy, CBD, Auckland",Fri 2 Jun 10:00am,Film
Joffa Album Showcase,https://www.eventfinda.co.nz/2023/joffa-album-showcase/auckland,"Dead Witch, CBD, Auckland",Fri 2 Jun 8:30pm,Metal
Demons,https://www.eventfinda.co.nz/2023/demons/auckland/balmoral,"Capitol Cinema, Balmoral, Auckland",Fri 2 Jun 4:00pm,Film
"Jane Campion, The Cinema Woman",https://www.eventfinda.co.nz/2023/jane-campion-the-cinema-woman2/auckland/balmoral,"Capitol Cinema, Balmoral, Auckland",Fri 2 Jun 8:30pm,Film
Last Shot at Messenger,https://www.eventfinda.co.nz/2023/last-shot-at-messenger/auckland/balmoral,"Capitol Cinema, Balmoral, Auckland",Fri 2 Jun 4:00pm,Film
Moving the Market,https://www.eventfinda.co.nz/2023/moving-the-market/auckland/balmoral,"Capitol Cinema, Balmoral, Auckland",Fri 2 Jun 4:00pm,Film
No Acting in It,https://www.eventfinda.co.nz/2023/no-acting-in-it/auckland/balmoral,"Capitol Cinema, Balmoral, Auckland",Fri 2 Jun 4:00pm,Film
One Bullet,https://www.eventfinda.co.nz/2023/one-bullet/auckland/balmoral,"Capitol Cinema, Balmoral, Auckland",Fri 2 Jun 6:00pm,Film
Rachel's Farm,https://www.eventfinda.co.nz/2023/rachels-farm/auckland/balmoral,"Capitol Cinema, Balmoral, Auckland",Fri 2 Jun 12:30pm,Film
Rachel's Farm,https://www.eventfinda.co.nz/2023/rachels-farm2/auckland/balmoral,"Capitol Cinema, Balmoral, Auckland",Fri 2 Jun 12:30pm,Film
Mackford,https://www.eventfinda.co.nz/2023/mackford3/auckland,"The Occidental Belgian Beer Café, CBD, Auckland",Fri 2 Jun 10:00pm,"Covers, Tribute Bands"
RASNZ 2023 Conference,https://www.eventfinda.co.nz/2023/rasnz-2023-conference/auckland/mt-wellington,"Waipuna Hotel & Conference Centre, Mt Wellington, Auckland",Fri 2 Jun 7:00pm,Business & Professional
MELTDOWN | 15th Birthday | INTERSTELLAR Album Release Party,https://www.eventfinda.co.nz/2023/meltdown-15th-birthday-interstellar-album-release-party/auckland/whangaparaoa-peninsu,"Parāoa Brewing Co., Whangaparaoa Peninsula, Auckland",Sat 3 Jun 12:00pm,Electronica
ABBA - Live Tribute Gospel Concert,https://www.eventfinda.co.nz/2023/abba-live-tribute-gospel-concert2/auckland/epsom,"Alexandra Park Raceway, Epsom, Auckland",Sat 3 Jun 7:00pm,"Covers, Tribute Bands"
"Laughs in the ""Burb's"" - Hobsonville Point - 3 June 2023",https://www.eventfinda.co.nz/2023/laughs-in-the-burbs-hobsonville-point-june-2023/auckland/hobsonville,"Sunderland Lounge, Hobsonville, Auckland",Sat 3 Jun 7:05pm,Comedy
The 2023 Raw Comedy Quest - Heats,https://www.eventfinda.co.nz/2023/the-2023-raw-comedy-quest-heats/auckland,"The Classic Comedy Club, CBD, Auckland",Sat 3 Jun 10:00pm,Comedy
Auckland Tuatara v Manawatu Jets,https://www.eventfinda.co.nz/2023/auckland-tuatara-manawatu-jets/auckland/wairau-valley,"Eventfinda Stadium, Wairau Valley, Auckland",Sat 3 Jun 7:00pm,Basketball
6 Week Reset Challenge,https://www.eventfinda.co.nz/2023/6-week-reset-challenge4/auckland,"Hot Yoga Works Britomart, CBD, Auckland",Sat 1 Apr 5:00pm,Mind & Body
Food Truck Collective Remuera,https://www.eventfinda.co.nz/2023/food-truck-collective-remuera3/auckland/orakei,"Martyn Wilson Fields, Orakei, Auckland",Sat 3 Jun 4:00pm,Markets and Fairs
10cc - The Ultimate Greatest Hits Tour,https://www.eventfinda.co.nz/2023/10cc-the-ultimate-greatest-hits-tour/auckland/takapuna,"Bruce Mason Centre, Takapuna, Auckland",Sat 3 Jun 8:00pm,Classic Rock
Huge Pop & Rock Vinyl Record Sale,https://www.eventfinda.co.nz/2023/huge-pop-rock-vinyl-record-sale/auckland/warkworth,"Warkworth Masonic Lodge, Warkworth, Auckland",Sat 3 Jun 9:00am,"Games, Hobbies"
Under The Arcade Presents- Wine Cellar 19th Anniversary,https://www.eventfinda.co.nz/2023/under-the-arcade-presents-wine-cellar-19th-anniversary/auckland,"The Wine Cellar, CBD, Auckland",Sat 3 Jun 7:00pm,"Alternative, Indie"
Keep Stepping,https://www.eventfinda.co.nz/2023/keep-stepping/auckland/balmoral,"Capitol Cinema, Balmoral, Auckland",Sat 3 Jun 2:30pm,Film
"Love to Love You, Donna Summer",https://www.eventfinda.co.nz/2023/love-to-love-you-donna-summer/auckland/balmoral,"Capitol Cinema, Balmoral, Auckland",Sat 3 Jun 9:00pm,Film
My Name is Happy,https://www.eventfinda.co.nz/2023/my-name-is-happy/auckland/balmoral,"Capitol Cinema, Balmoral, Auckland",Sat 3 Jun 10:00am,Film
Pacific Mother,https://www.eventfinda.co.nz/2023/pacific-mother2/auckland/balmoral,"Capitol Cinema, Balmoral, Auckland",Sat 3 Jun 4:45pm,Film
The Thief Collector,https://www.eventfinda.co.nz/2023/the-thief-collector/auckland/balmoral,"Capitol Cinema, Balmoral, Auckland",Sat 3 Jun 7:00pm,Film
Live Music: After Six,https://www.eventfinda.co.nz/2023/live-music-after-six2/auckland,"The Occidental Belgian Beer Café, CBD, Auckland",Sat 3 Jun 10:00pm,Jazz
A Day in Southeast Asia - Day Retreat,https://www.eventfinda.co.nz/2023/a-day-in-southeast-asia-day-retreat/auckland/matakana,"Bali Garden, Matakana, Auckland",Sat 3 Jun 10:30am,Mind & Body
Eco Art with Kaipātiki Project,https://www.eventfinda.co.nz/2023/eco-art-with-kaipatiki-project/auckland/birkdale,"Kaipatiki Project Environment Centre, Birkdale, Auckland",Sat 3 Jun 9:30am,Family & Lifestyle
Warbirds on Parade 2023,https://www.eventfinda.co.nz/2023/warbirds-on-parade-2023/auckland/ardmore,"NZ Warbirds Association, Ardmore, Auckland",Sun 4 Jun 9:00am,Aviation
Free Bubble Soccer in the Park - Barry Curtis Park,https://www.eventfinda.co.nz/2023/free-bubble-soccer-in-the-park-barry-curtis-park/auckland/flat-bush,"Barry Curtis Park, Flat Bush, Auckland",Sun 4 Jun 2:30pm,"Games, Carnivals"
Matakana Country Park Market Kings Birthday Weekend,https://www.eventfinda.co.nz/2023/matakana-country-park-market-kings-birthday-weekend/auckland/matakana,"Matakana Country Park, Matakana, Auckland",Sun 4 Jun 8:30am,Markets and Fairs
Call Me Dancer,https://www.eventfinda.co.nz/2023/call-me-dancer/auckland/balmoral,"Capitol Cinema, Balmoral, Auckland",Sun 4 Jun 5:45pm,Film
Deep Rising,https://www.eventfinda.co.nz/2023/deep-rising2/auckland/balmoral,"Capitol Cinema, Balmoral, Auckland",Sun 4 Jun 1:15pm,Film
Knowing the Score,https://www.eventfinda.co.nz/2023/knowing-the-score/auckland/balmoral,"Capitol Cinema, Balmoral, Auckland",Sun 4 Jun 11:00am,Film
Sailau,https://www.eventfinda.co.nz/2023/sailau/auckland/balmoral,"Capitol Cinema, Balmoral, Auckland",Sun 4 Jun 8:00pm,Film
Sam Now,https://www.eventfinda.co.nz/2023/sam-now/auckland/balmoral,"Capitol Cinema, Balmoral, Auckland",Sun 4 Jun 3:30pm,Film
Fun Art Classes for Beginners - Hibiscus Coast,https://www.eventfinda.co.nz/2023/fun-art-classes-for-beginners-hibiscus-coast7/auckland/whangaparaoa-peninsula,"Red Beach Surf Lifesaving Club, Whangaparaoa Peninsula, Auckland",Sun 4 Jun 1:30pm,Education
Free Comedy Mt Eden: CANCELLED,https://www.eventfinda.co.nz/2023/free-comedy-mt-eden/auckland/mt-eden,"Outside Obie Bar, Mt Eden, Auckland",Mon 5 Jun 7:00pm,Comedy
Bonus Screening 3,https://www.eventfinda.co.nz/2023/bonus-screening-3/auckland,"Roxy, CBD, Auckland",Mon 5 Jun 3:30pm,Film
Mind Coaching: Developing A Champions Mindset,https://www.eventfinda.co.nz/2023/mind-coaching-developing-champions-mindset3/auckland/waiatarua,"The Australasian Leadership Institute , Waiatarua, Auckland",Tue 6 Jun 10:00am,Business & Professional
Iceage (DEN) • Auckland,https://www.eventfinda.co.nz/2023/iceage-den-auckland/auckland,"The Tuning Fork, CBD, Auckland",Tue 6 Jun 7:00pm,Punk
Auckland Film Soc – B-Movie: Lust and Sound in West-Berlin,https://www.eventfinda.co.nz/2023/auckland-film-soc-b-movie-lust-and-sound-in-west-berlin/auckland,"Academy Cinemas, CBD, Auckland",Tue 6 Jun 6:15pm,Film
Open Mic,https://www.eventfinda.co.nz/2023/open-mic/auckland/takapuna,"Takapuna Bar, Takapuna, Auckland",Tue 6 Jun 8:00pm,"Open Mic, Jams"
Comedy Quiz at Commercial Bay,https://www.eventfinda.co.nz/2023/comedy-quiz-at-commercial-bay2/auckland,"Commercial Bay, CBD, Auckland",Tue 6 Jun 5:30pm,"Quiz, Karaoke"
Book-A-Family History Librarian,https://www.eventfinda.co.nz/2023/book-a-family-history-librarian/auckland/takapuna,"Takapuna Library, Takapuna, Auckland",Tue 6 Jun 9:00am,Education
Introduction To Leadership: A Mark Wager Workshop,https://www.eventfinda.co.nz/2023/introduction-to-leadership-mark-wager-workshop3/auckland/waiatarua,"The Australasian Leadership Institute , Waiatarua, Auckland",Wed 7 Jun 10:00am,Business & Professional
Flying Saucers Beginner Pottery Class,https://www.eventfinda.co.nz/2023/flying-saucers-beginner-pottery-class3/auckland/new-lynn,"Wood Fired Pottery School, New Lynn, Auckland",Wed 7 Jun 6:15pm,Education
Leadership & Management Part 3,https://www.eventfinda.co.nz/2023/leadership-management-part-3/auckland/parnell,"The Parnell Hotel & Conference Centre, Parnell, Auckland",Wed 7 Jun 8:30am,Business & Professional
Personal Development: Self Confidence & Assertiveness,https://www.eventfinda.co.nz/2023/personal-development-self-confidence-assertiveness3/auckland/waiatarua,"The Australasian Leadership Institute , Waiatarua, Auckland",Thu 8 Jun 10:00am,Business & Professional
World Ocean Day Celebration,https://www.eventfinda.co.nz/2023/world-ocean-day-celebration/auckland/long-bay,"Sir Peter Blake Marine Education & Rec Centre, Long Bay, Auckland",Thu 8 Jun 5:00pm,Public Talks & Tours
The Haka Party Incident,https://www.eventfinda.co.nz/2023/the-haka-party-incident/auckland/henderson,"Te Pou Theatre, Henderson, Auckland",Thu 8 Jun 7:30pm,Theatre
Wynyard Grill Jazz Night ft. Soul Bossa Nova Duo,https://www.eventfinda.co.nz/2023/wynyard-grill-jazz-night-ft-soul-bossa-nova-duo/auckland,"Wynyard Grill, CBD, Auckland",Thu 8 Jun 7:00pm,Jazz
Aon Gold Medal Public Lecture,https://www.eventfinda.co.nz/2023/aon-gold-medal-public-lecture/auckland,"Viaduct Events Centre, CBD, Auckland",Thu 8 Jun 4:00pm,Public Talks & Tours
'Allo 'Allo - Le Dinner Show,https://www.eventfinda.co.nz/2023/allo-allo-le-dinner-show/auckland/parnell,"The Parnell Hotel & Conference Centre, Parnell, Auckland",Fri 9 Jun 7:00pm,Comedy
Booze & Craic: A Night Of Irish & Scottish Comedy - Auckland,https://www.eventfinda.co.nz/2023/booze-craic-night-of-irish-scottish-comedy-auckland/auckland/western-springs,"Auckland Irish Society, Western Springs, Auckland",Fri 9 Jun 7:30pm,Comedy
Yerin Baek,https://www.eventfinda.co.nz/2023/yerin-baek/auckland,"The Tuning Fork, CBD, Auckland",Fri 9 Jun 7:00pm,Pop
Food Truck Collective Hobsonville Point,https://www.eventfinda.co.nz/2023/food-truck-collective-hobsonville-point2/auckland/hobsonville,"Hobsonville Point Park, Hobsonville, Auckland",Fri 9 Jun 4:00pm,Markets and Fairs
Stetson Club - Brendon Ham Band,https://www.eventfinda.co.nz/2023/stetson-club-brendon-ham-band/auckland/dairy-flat,"Dairy Flat Community Hall, Dairy Flat, Auckland",Fri 9 Jun 7:30pm,Country
Sailau,https://www.eventfinda.co.nz/2023/sailau2/auckland/balmoral,"Capitol Cinema, Balmoral, Auckland",Fri 9 Jun 8:30pm,Film
Auck/North - Simone Jackson Workshop - Tiritiri Matangi Is,https://www.eventfinda.co.nz/2023/auck-north-simone-jackson-workshop-tiritiri-matangi-is/auckland/tiritiri-matangi-isla,"Tiritiri Matangi Island, Tiritiri Matangi Island, Auckland",Sat 10 Jun 8:30am,Business & Professional
Teddy Bear's Picnic - Auckland Mama Markets,https://www.eventfinda.co.nz/2023/teddy-bears-picnic-auckland-mama-markets/auckland/three-kings,"Western Springs Garden Community Hall-Hall 2, Western Springs, Auckland",Sat 10 Jun 9:00am,Markets and Fairs
Come Together - Dire Straits' Making Movies,https://www.eventfinda.co.nz/2023/come-together-dire-straits-making-movies/auckland,"Kiri Te Kanawa Theatre - Aotea Centre, CBD, Auckland",Sat 10 Jun 8:00pm,Rock
Bubble Soccer in the Park - Owairaka Park,https://www.eventfinda.co.nz/2023/bubble-soccer-in-the-park-owairaka-park/auckland/mt-albert,"Owairaka Park, Mt Albert, Auckland",Sat 10 Jun 10:00am,"Games, Carnivals"
Nathan Homestead Creative Market,https://www.eventfinda.co.nz/2023/nathan-homestead-creative-market/auckland/manurewa,"Nathan Homestead - Manurewa Arts Centre, Manurewa, Auckland",Sat 10 Jun 10:00am,Markets and Fairs
Gently Loved Markets Greenhithe,https://www.eventfinda.co.nz/2023/gently-loved-markets-greenhithe/auckland/greenhithe,"Greenhithe Village Hall, Greenhithe, Auckland",Sat 10 Jun 10:00am,Markets and Fairs
Glass Fusing | Workshop,https://www.eventfinda.co.nz/2023/glass-fusing-workshop/auckland/howick,"UXBRIDGE Arts & Culture Centre, Howick, Auckland",Sat 10 Jun 9:00am,Family & Lifestyle
Granny Square Crochet | Workshop,https://www.eventfinda.co.nz/2023/granny-square-crochet-workshop/auckland/howick,"UXBRIDGE Arts & Culture Centre, Howick, Auckland",Sat 10 Jun 10:00am,Family & Lifestyle
Textile Block Printing | Workshop,https://www.eventfinda.co.nz/2023/textile-block-printing-workshop/auckland/howick,"UXBRIDGE Arts & Culture Centre, Howick, Auckland",Sat 10 Jun 9:30am,Family & Lifestyle
Tablefox + Guests,https://www.eventfinda.co.nz/2023/tablefox-guests/auckland/morningside,"Big Fan, Morningside, Auckland",Sun 11 Jun 4:00pm,Rock
Midwinter Christmas Concert,https://www.eventfinda.co.nz/2023/midwinter-christmas-concert/auckland,"St Matthew-in-the-City, CBD, Auckland",Sun 11 Jun 3:30pm,"Choir, Vocal Music"
Auckland Tuatara v Franklin Bulls,https://www.eventfinda.co.nz/2023/auckland-tuatara-franklin-bulls/auckland/wairau-valley,"Eventfinda Stadium, Wairau Valley, Auckland",Sun 11 Jun 6:00pm,Basketball
Pacific Dance OnScreen,https://www.eventfinda.co.nz/2023/pacific-dance-onscreen/auckland,"Auckland Art Gallery Toi o Tāmaki, CBD, Auckland",Sun 11 Jun 2:00pm,Film
Leys Orchestra Family Concert,https://www.eventfinda.co.nz/2023/leys-orchestra-family-concert/auckland/warkworth,"Warkworth Town Hall, Warkworth, Auckland",Sun 11 Jun 3:00pm,Classical Music
Chris Parker | Lots Of Love | Auckland Second Show,https://www.eventfinda.co.nz/2023/chris-parker-lots-of-love-auckland-second-show/auckland,"Kiri Te Kanawa Theatre - Aotea Centre, CBD, Auckland",Sun 11 Jun 7:00pm,Comedy
Crystal Visions Holistic Market,https://www.eventfinda.co.nz/2023/crystal-visions-holistic-market/auckland/titirangi,"Titirangi War Memorial Hall, Titirangi, Auckland",Sun 11 Jun 10:00am,Markets and Fairs
Negociants Fine Wine Tour 2023 - Auckland,https://www.eventfinda.co.nz/2023/negociants-fine-wine-tour-2023-auckland/auckland,"Hilton Auckland Hotel, CBD, Auckland",Mon 12 Jun 6:00pm,"Food, Gourmet, Wine"
Auckland Film Society – The Naked City,https://www.eventfinda.co.nz/2023/auckland-film-society-the-naked-city/auckland,"Academy Cinemas, CBD, Auckland",Mon 12 Jun 6:15pm,Film
Leadership Skills: Building More Effective Teams,https://www.eventfinda.co.nz/2023/leadership-skills-building-more-effective-teams3/auckland/waiatarua,"The Australasian Leadership Institute , Waiatarua, Auckland",Tue 13 Jun 10:00am,Business & Professional
King Lear,https://www.eventfinda.co.nz/2023/king-lear/auckland,"ASB Waterfront Theatre, CBD, Auckland",Tue 13 Jun 7:00pm,Theatre
Researching Your House,https://www.eventfinda.co.nz/2023/researching-your-house/auckland,"Whare Wānanga, CBD, Auckland",Wed 14 Jun 12:00pm,Public Talks & Tours
Figure and Form with London St Art Club,https://www.eventfinda.co.nz/2023/figure-and-form-with-london-st-art-club2/auckland/herne-bay,"The Village NZ, Herne Bay, Auckland",Wed 14 Jun 6:30pm,Family & Lifestyle
From Broadway to West End,https://www.eventfinda.co.nz/2023/from-broadway-to-west-end/auckland/orewa,"Centrestage Theatre, Orewa, Auckland",Wed 14 Jun 11:00am,Theatre
APO | The NZ Herald Premier Series: Simple Gifts,https://www.eventfinda.co.nz/2023/apo-the-nz-herald-premier-series-simple-gifts/auckland,"Auckland Town Hall - Great Hall, CBD, Auckland",Thu 15 Jun 7:30pm,Classical Music
Auckland Uncanvased: Nude Life Drawing,https://www.eventfinda.co.nz/2023/auckland-uncanvased-nude-life-drawing/auckland/mt-eden,"The Bridgman, Mt Eden, Auckland",Thu 15 Jun 6:30pm,"Food, Gourmet, Wine"
NZ Careers Expo - Auckland,https://www.eventfinda.co.nz/2023/nz-careers-expo-auckland/auckland,"The Cloud, CBD, Auckland",Thu 15 Jun 10:00am,"Lifestyle Shows, Expos"
Flashback to the 80s,https://www.eventfinda.co.nz/2023/flashback-to-the-80s/auckland/newton,"Phoenix Cabaret, Newton, Auckland",Fri 16 Jun 7:30pm,"Covers, Tribute Bands"
Back to the 80's Party,https://www.eventfinda.co.nz/2023/back-to-the-80s-party/auckland/remuera,"Remuera Club, Remuera, Auckland",Fri 16 Jun 6:30pm,Bar DJs
Dirty Work,https://www.eventfinda.co.nz/2023/dirty-work/auckland,"Q Theatre, CBD, Auckland",Fri 16 Jun 8:00pm,Theatre
Fight Night,https://www.eventfinda.co.nz/2023/fight-night/auckland/orewa,"Orewa Arts & Events Centre, Orewa, Auckland",Sat 17 Jun 5:00pm,Boxing
"Gatsby, Glamour & Glitz",https://www.eventfinda.co.nz/2023/gatsby-glamour-glitz/auckland/bombay,"Bracu Restaurant, Bombay, Auckland",Sat 17 Jun 5:30pm,Jazz
Auckland Tuatara v Southland Sharks,https://www.eventfinda.co.nz/2023/auckland-tuatara-southland-sharks/auckland/wairau-valley,"Eventfinda Stadium, Wairau Valley, Auckland",Sat 17 Jun 7:00pm,Basketball
Disco Inferno - Auckland's Hottest Retro Dance Party!,https://www.eventfinda.co.nz/2023/disco-inferno-aucklands-hottest-retro-dance-party2/auckland/newton,"Galatos, Newton, Auckland",Sat 17 Jun 8:00pm,Bar DJs
Trentemøller | Auckland,https://www.eventfinda.co.nz/2023/trentemoller-auckland/auckland/eden-terrace,"Powerstation, Eden Terrace, Auckland",Sat 17 Jun 7:00pm,Electronica
Chris Parker,https://www.eventfinda.co.nz/2023/chris-parker/auckland,"Kiri Te Kanawa Theatre - Aotea Centre, CBD, Auckland",Sat 17 Jun 7:00pm,Comedy
Platters that Matter | Workshop,https://www.eventfinda.co.nz/2023/platters-that-matter-workshop/auckland/howick,"UXBRIDGE Arts & Culture Centre, Howick, Auckland",Sat 17 Jun 9:30am,Markets and Fairs
Solid Shampoo & Conditioner Bars | Workshop,https://www.eventfinda.co.nz/2023/solid-shampoo-conditioner-bars-workshop/auckland/howick,"UXBRIDGE Arts & Culture Centre, Howick, Auckland",Sat 17 Jun 9:30am,"Lifestyle Shows, Expos"
The Vanns,https://www.eventfinda.co.nz/2023/the-vanns/auckland,"The Tuning Fork, CBD, Auckland",Sat 17 Jun 7:30pm,Rock
The Repeats,https://www.eventfinda.co.nz/2023/the-repeats/auckland,"The Occidental Belgian Beer Café, CBD, Auckland",Sat 17 Jun 10:00pm,"Covers, Tribute Bands"
The Repeats,https://www.eventfinda.co.nz/2023/the-repeats2/auckland,"The Occidental Belgian Beer Café, CBD, Auckland",Sat 17 Jun 10:00pm,"Covers, Tribute Bands"
Woolfest Auckland Aftermath,https://www.eventfinda.co.nz/2023/woolfest-auckland-aftermath/auckland/greenhithe,"Greenhithe Community Hall, Greenhithe, Auckland",Sat 17 Jun 9:30am,Education
AYO - Auckland Youth Orchestra - America!,https://www.eventfinda.co.nz/2023/ayo-auckland-youth-orchestra-america/auckland/orewa,"Orewa Arts & Events Centre, Orewa, Auckland",Sun 18 Jun 5:30pm,Classical Music
Brahms' Piano Monument,https://www.eventfinda.co.nz/2023/brahms-piano-monument/auckland,"St Matthew-in-the-City, CBD, Auckland",Sun 18 Jun 2:30pm,Classical Music
Learn Tarot for Beginners,https://www.eventfinda.co.nz/2023/learn-tarot-for-beginners/auckland/te-atatu-peninsula,"Te Atatu Peninsula Community Centre, Te Atatu Peninsula, Auckland",Sun 18 Jun 10:30am,Public Talks & Tours
Ponsonby Central Winter Market,https://www.eventfinda.co.nz/2023/ponsonby-central-winter-market/auckland/ponsonby,"The Sapphire Room, Ponsonby, Auckland",Sun 18 Jun 10:00am,Markets and Fairs
Free Bubble Soccer in the Park - Lloyd Elsmore Park,https://www.eventfinda.co.nz/2023/free-bubble-soccer-in-the-park-lloyd-elsmore-park/auckland/pakuranga,"Lloyd Elsmore Park, Pakuranga, Auckland",Sun 18 Jun 2:30pm,"Games, Carnivals"
Acting for Stage and Camera: Short Course for Adults,https://www.eventfinda.co.nz/2023/acting-for-stage-and-camera-short-course-for-adults/auckland/new-lynn,"New Lynn Community Centre, New Lynn, Auckland",Thu 16 Mar 6:30pm,Education
Managing Yourself & Leading Others,https://www.eventfinda.co.nz/2023/managing-yourself-leading-others3/auckland/waiatarua,"The Australasian Leadership Institute , Waiatarua, Auckland",Mon 19 Jun 10:00am,Business & Professional
Auckland Film Society – Crash,https://www.eventfinda.co.nz/2023/auckland-film-society-crash/auckland,"Academy Cinemas, CBD, Auckland",Mon 19 Jun 6:15pm,Film
Creative Talks: Emma Bishop Arts Practitioner and Broadcaste,https://www.eventfinda.co.nz/2023/creative-talks-emma-bishop-arts-practitioner-and-broadcaster/auckland/takapuna,"The PumpHouse Theatre, Takapuna, Auckland",Mon 19 Jun 7:00pm,Public Talks & Tours
Ice Skate Tour,https://www.eventfinda.co.nz/2023/ice-skate-tour/auckland/mairangi-bay,"Mairangi Bay Primary School, Mairangi Bay, Auckland",Tue 20 Jun 5:00pm,Skating
BuildNZ 2023,https://www.eventfinda.co.nz/2023/buildnz-2023/auckland/epsom,"Auckland Showgrounds, Epsom, Auckland",Tue 20 Jun 10:00am,Business & Professional
The National Safety Show 2023,https://www.eventfinda.co.nz/2023/the-national-safety-show-2023/auckland/epsom,"Auckland Showgrounds, Epsom, Auckland",Tue 20 Jun 10:00am,Business & Professional
Facilities Integrate 2023,https://www.eventfinda.co.nz/2023/facilities-integrate-2023/auckland/epsom,"Auckland Showgrounds, Epsom, Auckland",Tue 20 Jun 10:00am,Business & Professional
Drag Bingo! - with Anita Wigl'it,https://www.eventfinda.co.nz/2023/drag-bingo-with-anita-wiglit/auckland/whangaparaoa-peninsula,"Parāoa Brewing Co., Whangaparaoa Peninsula, Auckland",Wed 21 Jun 7:00pm,Comedy
AYP Social & Networking Drinks,https://www.eventfinda.co.nz/2023/ayp-social-drinks2/auckland,"The Lula Inn, CBD, Auckland",Wed 21 Jun 5:30pm,Business & Professional
Ladies Night,https://www.eventfinda.co.nz/2023/ladies-night/auckland/dairy-flat,"Gao Asian Fusion Restaurant, Dairy Flat, Auckland",Thu 22 Jun 5:00pm,Pop
Hot HIIT Pilates Teacher Training,https://www.eventfinda.co.nz/2023/hot-hiit-pilates-teacher-training2/auckland,"Hot Yoga Works Britomart, CBD, Auckland",Fri 23 Jun 8:00am,Mind & Body
The Auckland South Home Show 2023,https://www.eventfinda.co.nz/2023/the-auckland-south-home-show-2023/auckland/manukau-city,"BNZ Theatre at Due Drop Events Centre, Manukau City, Auckland",Fri 23 Jun 10:00am,"Lifestyle Shows, Expos"
PRISCILLA QUEEN OF THE DESERT: Interactive movie experience,https://www.eventfinda.co.nz/2023/priscilla-queen-of-the-desert-interactive-movie-experience/auckland/newmarket,"Event Cinema, Westfield Newmarket, Newmarket, Auckland",Sat 24 Jun 9:00pm,Film
Abba Heaven,https://www.eventfinda.co.nz/2023/abba-heaven/auckland/whangaparaoa-peninsula,"Parāoa Brewing Co., Whangaparaoa Peninsula, Auckland",Sat 24 Jun 8:30pm,"Covers, Tribute Bands"
Auckland Tuatara v Nelson Giants,https://www.eventfinda.co.nz/2023/auckland-tuatara-nelson-giants/auckland/wairau-valley,"Eventfinda Stadium, Wairau Valley, Auckland",Sat 24 Jun 5:00pm,Basketball
