selection1_name,selection1_url,selection1_address,selection1_date,selection1_Category
Who I Am Not,https://www.eventfinda.co.nz/2023/who-am-not/auckland,"Roxy, CBD, Auckland",Thu 25 May 8:30pm,Film
Life with Emotions,https://www.eventfinda.co.nz/2023/life-with-emotions/auckland/balmoral,"Capitol Cinema, Balmoral, Auckland",Thu 25 May 4:00pm,Film
Mountain Man,https://www.eventfinda.co.nz/2023/mountain-man/auckland/balmoral,"Capitol Cinema, Balmoral, Auckland",Thu 25 May 4:00pm,Film
Puffling,https://www.eventfinda.co.nz/2023/puffling/auckland/balmoral,"Capitol Cinema, Balmoral, Auckland",Thu 25 May 4:00pm,Film
Seasick,https://www.eventfinda.co.nz/2023/seasick/auckland/balmoral,"Capitol Cinema, Balmoral, Auckland",Thu 25 May 12:30pm,Film
The Noble Guardian,https://www.eventfinda.co.nz/2023/the-noble-guardian/auckland/balmoral,"Capitol Cinema, Balmoral, Auckland",Thu 25 May 4:00pm,Film
Who I Am Not,https://www.eventfinda.co.nz/2023/who-am-not/auckland/balmoral,"Capitol Cinema, Balmoral, Auckland",Thu 25 May 8:30pm,Film
Ice Skate Tour,https://www.eventfinda.co.nz/2023/ice-skate-tour/auckland/pukekohe,"Mangatawhiri Hall, Pukekohe, Auckland",Thu 25 May 5:00pm,Skating
Black to the Future Zine Launch | Africa Month 2023,https://www.eventfinda.co.nz/2023/black-to-the-future-zine-launch-africa-month-2023/auckland,"Ellen Melville Centre, CBD, Auckland",Thu 25 May 9:00am,"Ethnic, Multicultural"
Beats By Bingo,https://www.eventfinda.co.nz/2023/beats-by-bingo3/auckland/kingsland,"The Portland Public House, Kingsland, Auckland",Thu 25 May 8:00pm,"Games, Hobbies"
MOTAT Food Truck Round-UP,https://www.eventfinda.co.nz/2023/motat-food-truck-round-up/auckland/western-springs,"MOTAT (Museum of Transport & Technology), Western Springs, Auckland",Thu 25 May 6:00pm,"Food, Gourmet, Wine"
Beats By Bingo,https://www.eventfinda.co.nz/2023/beats-by-bingo2/auckland/kingsland,"The Portland Public House, Kingsland, Auckland",Thu 25 May 8:00pm,"Quiz, Karaoke"
Mixed Midweek Open,https://www.eventfinda.co.nz/2023/mixed-midweek-open/auckland/pokeno,"Maramarua Golf Club, Pokeno, Auckland",Thu 25 May 9:30am,"Golf, Disc Golf"
Kinky Boots - The Musical,https://www.eventfinda.co.nz/2023/kinky-boots-the-musical/auckland,"The Civic, CBD, Auckland",Thu 25 May 7:30pm,Musicals
AYP Social & Networking Drinks,https://www.eventfinda.co.nz/2023/ayp-social-drinks/auckland,"Coops Corner Pub, CBD, Auckland",Thu 25 May 5:30pm,Business & Professional
Historic Auckland Waterfront Walking Tour,https://www.eventfinda.co.nz/2023/historic-auckland-waterfront-walking-tour3/auckland,"New Zealand Maritime Museum, CBD, Auckland",Thu 25 May 10:00am,Public Talks & Tours
MIT 2023 Graduation Ceremony 1,https://www.eventfinda.co.nz/2023/mit-2023-graduation-ceremony-1/auckland/manukau-city,"Sir Woolf Fisher Arena Due Drop Events Centre, Manukau City, Auckland",Fri 26 May 1:30pm,"Commemorations, Ceremonies"
Kelvin Cruickshank Live,https://www.eventfinda.co.nz/2023/kelvin-cruickshank-live/auckland/papakura,"Hawkins Theatre, Papakura, Auckland",Fri 26 May 7:00pm,Family Entertainment
Pasifika Thanksgiving Celebration 2023,https://www.eventfinda.co.nz/2023/pasifika-thanksgiving-celebration-2023/auckland/manukau-city,"Sir Woolf Fisher Arena Due Drop Events Centre, Manukau City, Auckland",Fri 26 May 6:00pm,"Ethnic, Multicultural"
The Comedy Mixtape,https://www.eventfinda.co.nz/2023/the-comedy-mixtape/auckland/mangere,"Māngere Arts Centre - Ngā Tohu o Uenuku, Mangere, Auckland",Fri 26 May 7:30pm,Comedy
Sacred Being Touch & Tantra Winter Immersion,https://www.eventfinda.co.nz/2023/sacred-being-touch-tantra-winter-immersion/auckland/oratia,"Bella Rakha Retreat Centre, Oratia, Auckland",Fri 26 May 3:00pm,Mind & Body
Club Burlesque,https://www.eventfinda.co.nz/2023/club-burlesque/auckland,"Las Vegas Club, CBD, Auckland",Fri 26 May 7:00pm,"Cabaret, Burlesque"
Kita and Anita's Drag Wars,https://www.eventfinda.co.nz/2023/kita-and-anitas-drag-wars/auckland,"Phoenix Entertainment, CBD, Auckland",Fri 26 May 7:00pm,Drag Performance
Dylan Moran - We Got This,https://www.eventfinda.co.nz/2023/dylan-moran-we-got-this/auckland,"Auckland Town Hall - Great Hall, CBD, Auckland",Fri 26 May 8:00pm,Comedy
Sleaford Mods NZ Tour 2023,https://www.eventfinda.co.nz/2023/sleaford-mods-nz-tour-2023/auckland/eden-terrace,"Powerstation, Eden Terrace, Auckland",Fri 26 May 8:00pm,"Alternative, Indie"
Cups Night - May Carnival of Racing at Alexandra Park,https://www.eventfinda.co.nz/2023/cups-night-may-carnival-of-racing-at-alexandra-park3/auckland/epsom,"Alexandra Park Raceway, Epsom, Auckland",Fri 26 May 5:30pm,Horse Racing
Sex with Sue,https://www.eventfinda.co.nz/2023/sex-with-sue/auckland,"Roxy, CBD, Auckland",Fri 26 May 6:00pm,Film
"Apolonia, Apolonia",https://www.eventfinda.co.nz/2023/apolonia-apolonia/auckland,"Roxy, CBD, Auckland",Fri 26 May 8:00pm,Film
Sex with Sue,https://www.eventfinda.co.nz/2023/sex-with-sue/auckland/balmoral,"Capitol Cinema, Balmoral, Auckland",Fri 26 May 6:00pm,Film
Guy Montgomery,https://www.eventfinda.co.nz/2023/guy-montgomery3/auckland,"Q Theatre, CBD, Auckland",Fri 26 May 7:00pm,Comedy
Stetson Club - Midnite Special,https://www.eventfinda.co.nz/2023/stetson-club-midnite-special/auckland/dairy-flat,"Dairy Flat Community Hall, Dairy Flat, Auckland",Fri 26 May 7:30pm,Country
Djs Aimiee & Adam Fuhr,https://www.eventfinda.co.nz/2023/djs-aimiee-adam-fuhr/auckland/ponsonby,"Ponsonby Social Club, Ponsonby, Auckland",Fri 26 May 9:00pm,"Hip Hop, Rap"
National Style Stakes at Alexandra Park,https://www.eventfinda.co.nz/2023/national-style-stakes-at-alexandra-park2/auckland/epsom,"Alexandra Park Raceway, Epsom, Auckland",Fri 26 May 5:30pm,"Lifestyle Shows, Expos"
The Larry Normans single release party with guest DJ RockPig,https://www.eventfinda.co.nz/2023/the-larry-normans-single-release-party-with-guest-dj-rockpig/auckland,"Anthology Lounge, CBD, Auckland",Fri 26 May 8:00pm,Rock
"Apolonia, Apolonia",https://www.eventfinda.co.nz/2023/apolonia-apolonia/auckland/balmoral,"Capitol Cinema, Balmoral, Auckland",Fri 26 May 8:00pm,Film
Big Kids,https://www.eventfinda.co.nz/2023/big-kids/auckland/balmoral,"Capitol Cinema, Balmoral, Auckland",Fri 26 May 4:00pm,Film
Finding Her Beat,https://www.eventfinda.co.nz/2023/finding-her-beat/auckland/balmoral,"Capitol Cinema, Balmoral, Auckland",Fri 26 May 10:00am,Film
"Frances Hodgkins, Anything But a Still Life",https://www.eventfinda.co.nz/2023/frances-hodgkins-anything-but-still-life/auckland/balmoral,"Capitol Cinema, Balmoral, Auckland",Fri 26 May 12:30pm,Film
OHMS! Protest! A Celebration of Resistance,https://www.eventfinda.co.nz/2023/ohms-protest-celebration-of-resistance/auckland/balmoral,"Capitol Cinema, Balmoral, Auckland",Fri 26 May 4:00pm,Film
Strange Beasts,https://www.eventfinda.co.nz/2023/strange-beasts/auckland/balmoral,"Capitol Cinema, Balmoral, Auckland",Fri 26 May 4:00pm,Film
Visiting Ben Shemen,https://www.eventfinda.co.nz/2023/visiting-ben-shemen/auckland/balmoral,"Capitol Cinema, Balmoral, Auckland",Fri 26 May 4:00pm,Film
Tuarangi Road Band,https://www.eventfinda.co.nz/2023/tuarangi-road-band2/auckland/grey-lynn,"RSC Grey Lynn, Grey Lynn, Auckland",Fri 26 May 7:30pm,Rock
Commercial Dance Class 15+ Beg-Adv. Open levels,https://www.eventfinda.co.nz/2023/commercial-dance-class-15-beg-adv-open-levels/auckland/grey-lynn,"Empire Studios, Grey Lynn, Auckland",Fri 26 May 6:30pm,Dance
2022 Kuala Lumpur International Photoawards - North,https://www.eventfinda.co.nz/2023/2022-kuala-lumpur-international-photoawards-north/auckland/takapuna,"Lake House Arts Centre, Takapuna, Auckland",Fri 26 May 9:30am,Festivals
Hamilton,https://www.eventfinda.co.nz/2023/hamilton/auckland,"Spark Arena, CBD, Auckland",Fri 26 May 7:30pm,Musicals
Memphis in May Festival,https://www.eventfinda.co.nz/2023/memphis-in-may-festival/auckland/kumeu,"Morepork BBQ Restaurant, Kumeu, Auckland",Sat 27 May 12:00pm,"Food, Gourmet, Wine"
NZ's Eighth Annual Hot Sauce Festival,https://www.eventfinda.co.nz/2023/nzs-eighth-annual-hot-sauce-festival/auckland/freemans-bay,"Sweat Shop Brew Kitchen, Freemans Bay, Auckland",Sat 27 May 11:00am,"Food, Gourmet, Wine"
Hello Sailor,https://www.eventfinda.co.nz/2023/hello-sailor-one-night-only/auckland/leigh,"Sawmill Cafe, Leigh, Auckland",Sat 27 May 8:00pm,Classic Rock
Next World Champion,https://www.eventfinda.co.nz/2023/next-world-champion/auckland/wairau-valley,"Eventfinda Stadium, Wairau Valley, Auckland",Sat 27 May 7:00pm,Boxing
Gatsby Boat Party,https://www.eventfinda.co.nz/2023/gatsby-boat-party/auckland/westhaven,"The Red Boats, Westhaven, Auckland",Sat 27 May 6:30pm,Bar DJs
Fitness Speed Date,https://www.eventfinda.co.nz/2023/fitness-speed-date4/auckland/northcote,"SPARTAFIT, Northcote, Auckland",Sat 27 May 11:00am,Fitness
MIT 2023 Graduation Ceremony 2,https://www.eventfinda.co.nz/2023/mit-2023-graduation-ceremony-2/auckland/manukau-city,"Sir Woolf Fisher Arena Due Drop Events Centre, Manukau City, Auckland",Sat 27 May 10:00am,"Commemorations, Ceremonies"
WBB JAZZ & BIG BAND PARTY,https://www.eventfinda.co.nz/2023/wbb-jazz-big-band-party/auckland/whangaparaoa-peninsula,"Parāoa Brewing Co., Whangaparaoa Peninsula, Auckland",Sat 27 May 5:30pm,Jazz
Rocking at the Raaza,https://www.eventfinda.co.nz/2023/rocking-at-the-raaza/auckland/glen-eden,"Glen Eden RSA, Glen Eden, Auckland",Sat 27 May 7:30pm,Rock
MIT 2023 Graduation Ceremony 3,https://www.eventfinda.co.nz/2023/mit-2023-graduation-ceremony-3/auckland/manukau-city,"Sir Woolf Fisher Arena Due Drop Events Centre, Manukau City, Auckland",Sat 27 May 2:00pm,"Commemorations, Ceremonies"
Double Delusion - Award Winning Short Film!,https://www.eventfinda.co.nz/2023/double-delusion-award-winning-short-film/auckland/orakei,"Silky Otter Cinemas - Orakei Bay Village, Orakei, Auckland",Sat 27 May 5:00pm,Film
All About Rosie,https://www.eventfinda.co.nz/2023/all-about-rosie/auckland/whitford,"Turanga Creek Organic Vineyard, Whitford, Auckland",Sat 27 May 2:00pm,"Covers, Tribute Bands"
Rhythms of the Brain: NZTrio with Simon Ingram,https://www.eventfinda.co.nz/2023/rhythms-of-the-brain-nztrio-with-simon-ingram/auckland,"Auckland Art Gallery Toi o Tāmaki, CBD, Auckland",Sat 27 May 7:00pm,Classical Music
Fitness Speed Date,https://www.eventfinda.co.nz/2023/fitness-speed-date5/auckland/northcote,"SPARTAFIT, Northcote, Auckland",Sat 27 May 11:00am,Fitness
Paint & Chill - Water Lilies & Koi!,https://www.eventfinda.co.nz/2023/paint-chill-water-lilies-koi/auckland,"Auckland City Hotel, CBD, Auckland",Sat 27 May 3:00pm,"Socials, Singles, Balls"
Tiny Ruins - Ceremony Album Release Tour | Auckland,https://www.eventfinda.co.nz/2023/tiny-ruins-ceremony-album-release-tour-auckland/auckland/avondale,"The Hollywood Avondale, Avondale, Auckland",Sat 27 May 7:00pm,"Alternative, Indie"
Sleaford Mods NZ Tour 2023,https://www.eventfinda.co.nz/2023/sleaford-mods-nz-tour-20232/auckland/eden-terrace,"Powerstation, Eden Terrace, Auckland",Sat 27 May 8:00pm,"Alternative, Indie"
Hoedown at the Ranch,https://www.eventfinda.co.nz/2023/hoedown-at-the-ranch/auckland/remuera,"Remuera Club, Remuera, Auckland",Sat 27 May 6:00pm,Country
The Other Crate Record Fair,https://www.eventfinda.co.nz/2023/the-other-crate-record-fair/auckland/freemans-bay,"Allpress Studio Auckland, Freemans Bay, Auckland",Sat 27 May 9:00am,Markets and Fairs
Pick & Battle,https://www.eventfinda.co.nz/2023/pick-battle/auckland,"Auckland Town Hall - Concert Chamber, CBD, Auckland",Sat 27 May 11:00am,Dance
Guy Montgomery,https://www.eventfinda.co.nz/2023/guy-montgomery4/auckland,"Q Theatre, CBD, Auckland",Sat 27 May 7:00pm,Comedy
"Feta, Ricotta, Mascarpone & More! | Workshop",https://www.eventfinda.co.nz/2023/feta-ricotta-mascarpone-more-workshop/auckland/howick,"UXBRIDGE Arts & Culture Centre, Howick, Auckland",Sat 27 May 2:00pm,"Food, Gourmet, Wine"
Acrylic Pouring | Workshop,https://www.eventfinda.co.nz/2023/acrylic-pouring-workshop/auckland/howick,"UXBRIDGE Arts & Culture Centre, Howick, Auckland",Sat 27 May 1:30pm,Markets and Fairs
Re:generate Fashion Market Mount Albert,https://www.eventfinda.co.nz/2023/re-generate-fashion-market-mount-albert/auckland/mt-albert,"Mt Albert War Memorial Hall, Mt Albert, Auckland",Sat 27 May 10:00am,Markets and Fairs
Djs Manuel Bundy & TDK,https://www.eventfinda.co.nz/2023/djs-manuel-bundy-tdk/auckland/ponsonby,"Ponsonby Social Club, Ponsonby, Auckland",Sat 27 May 9:00pm,"Hip Hop, Rap"
Finding Her Beat,https://www.eventfinda.co.nz/2023/finding-her-beat/auckland,"Roxy, CBD, Auckland",Sat 27 May 12:45pm,Film
A Story of Bones,https://www.eventfinda.co.nz/2023/a-story-of-bones/auckland,"Roxy, CBD, Auckland",Sat 27 May 2:45pm,Film
Lyra,https://www.eventfinda.co.nz/2023/lyra/auckland,"Roxy, CBD, Auckland",Sat 27 May 4:45pm,Film
Make People Better,https://www.eventfinda.co.nz/2023/make-people-better/auckland,"Roxy, CBD, Auckland",Sat 27 May 6:45pm,Film
Wild Life,https://www.eventfinda.co.nz/2023/wild-life/auckland,"Roxy, CBD, Auckland",Sat 27 May 8:30pm,Film
"Waipapa Stream Planting, Parnell, with Kaipātiki Project",https://www.eventfinda.co.nz/2023/auckland-domain-planting-day-with-kaipatiki-project/auckland/parnell,"Waipapa Stream, Parnell, Auckland",Sat 27 May 10:00am,"Conservation, Environment"
RTR,https://www.eventfinda.co.nz/2023/rtr/auckland/mt-eden,"The Horse and Trap, Mt Eden, Auckland",Sat 27 May 8:00pm,Classic Rock
A Story of Bones,https://www.eventfinda.co.nz/2023/a-story-of-bones/auckland/balmoral,"Capitol Cinema, Balmoral, Auckland",Sat 27 May 2:45pm,Film
Finding Her Beat,https://www.eventfinda.co.nz/2023/finding-her-beat2/auckland/balmoral,"Capitol Cinema, Balmoral, Auckland",Sat 27 May 12:45pm,Film
"Frances Hodgkins, Anything but a Still Life",https://www.eventfinda.co.nz/2023/frances-hodgkins-anything-but-still-life2/auckland/balmoral,"Capitol Cinema, Balmoral, Auckland",Sat 27 May 10:30am,Film
Make People Better,https://www.eventfinda.co.nz/2023/make-people-better/auckland/balmoral,"Capitol Cinema, Balmoral, Auckland",Sat 27 May 6:45pm,Film
Wild Life,https://www.eventfinda.co.nz/2023/wild-life/auckland/balmoral,"Capitol Cinema, Balmoral, Auckland",Sat 27 May 8:30pm,Film
Huge Pop and Rock Vinyl Record Sale,https://www.eventfinda.co.nz/2020/pop-and-rock-vinyl-record-sale/auckland/orewa,"Hibiscus Coast Community House, Orewa, Auckland",Sat 27 May 9:00am,Markets and Fairs
Recliner Rockers,https://www.eventfinda.co.nz/2023/recliner-rockers/auckland,"The Occidental Belgian Beer Café, CBD, Auckland",Sat 27 May 10:00pm,"Covers, Tribute Bands"
Crystal Visions Holistic Market,https://www.eventfinda.co.nz/2017/crystal-visions-holistic-wellness-market/auckland/pakuranga,"Pakuranga Community Hall, Pakuranga, Auckland",Sat 27 May 10:00am,Markets and Fairs
Repair café New Lynn,https://www.eventfinda.co.nz/2023/repair-cafe-new-lynn/auckland/new-lynn,"New Lynn Community Centre, New Lynn, Auckland",Sat 27 May 11:00am,"Conservation, Environment"
Mt Eden Wellbeing Market,https://www.eventfinda.co.nz/2023/mt-eden-wellbeing-market/auckland/mt-eden,"Mt Eden Village Centre, Mt Eden, Auckland",Sat 27 May 10:00am,Markets and Fairs
Make Modern Miniatures | Workshop,https://www.eventfinda.co.nz/2023/a-miniature-world-workshop/auckland/howick,"UXBRIDGE Arts & Culture Centre, Howick, Auckland",Sat 27 May 9:30am,Family & Lifestyle
Impressionist Watercolours | Workshop,https://www.eventfinda.co.nz/2023/impressionist-watercolours-workshop/auckland/howick,"UXBRIDGE Arts & Culture Centre, Howick, Auckland",Sat 27 May 10:00am,Education
Make a Botanical Face Cream Tailored to Your Skin | Workshop,https://www.eventfinda.co.nz/2023/make-botanical-face-cream-tailored-to-your-skin-workshop/auckland/howick,"UXBRIDGE Arts & Culture Centre, Howick, Auckland",Sat 27 May 9:30am,Family & Lifestyle
Plant Based Living,https://www.eventfinda.co.nz/2023/plant-based-living/auckland/te-atatu-peninsula,"Te Atatu Peninsula Library, Te Atatu Peninsula, Auckland",Sat 27 May 11:00am,Public Talks & Tours
VADER FEST 2023,https://www.eventfinda.co.nz/2022/vader-fest-wellington/auckland/newton,"Whammy Bar, Newton, Auckland",Sun 28 May 7:00pm,Metal
Chorus Connection,https://www.eventfinda.co.nz/2023/chorus-connection/auckland/takapuna,"St George's Church, Takapuna, Auckland",Sun 28 May 2:00pm,"Choir, Vocal Music"
Cashflow Property Bootcamp 2023,https://www.eventfinda.co.nz/2023/cashflow-property-bootcamp-2023/auckland/manukau-city,"Sir Noel Robinson Conference Centre, Manukau City, Auckland",Sun 28 May 9:00am,Business & Professional
General Collective Lifestyle & Design Market,https://www.eventfinda.co.nz/2023/general-collective-lifestyle-design-market/auckland/epsom,"Auckland Showgrounds, Epsom, Auckland",Sun 28 May 9:00am,Markets and Fairs
Four Hands Two Pianos One Big Band - Houstoun-Cunliffe-Fox,https://www.eventfinda.co.nz/2023/four-hands-two-pianos-one-big-band-houstoun-cunliffe-fox/auckland/takapuna,"Bruce Mason Centre, Takapuna, Auckland",Sun 28 May 2:30pm,Jazz
Last Laughs,https://www.eventfinda.co.nz/2023/last-laughs/auckland,"SkyCity Theatre, CBD, Auckland",Sun 28 May 7:00pm,Comedy
Eat Bitter,https://www.eventfinda.co.nz/2023/eat-bitter/auckland,"Roxy, CBD, Auckland",Sun 28 May 12:15pm,Film
The Pawnshop,https://www.eventfinda.co.nz/2023/the-pawnshop/auckland,"Roxy, CBD, Auckland",Sun 28 May 6:45pm,Film
A Compassionate Spy,https://www.eventfinda.co.nz/2023/a-compassionate-spy/auckland,"Roxy, CBD, Auckland",Sun 28 May 8:30pm,Film
A Compassionate Spy,https://www.eventfinda.co.nz/2023/a-compassionate-spy/auckland/balmoral,"Capitol Cinema, Balmoral, Auckland",Sun 28 May 8:30pm,Film
Into the Shaolin,https://www.eventfinda.co.nz/2023/into-the-shaolin/auckland/balmoral,"Capitol Cinema, Balmoral, Auckland",Sun 28 May 4:30pm,Film
Seasick,https://www.eventfinda.co.nz/2023/seasick2/auckland/balmoral,"Capitol Cinema, Balmoral, Auckland",Sun 28 May 10:00am,Film
Taking Back Our Beach,https://www.eventfinda.co.nz/2023/taking-back-our-beach/auckland/balmoral,"Capitol Cinema, Balmoral, Auckland",Sun 28 May 2:15pm,Film
The Pawnshop,https://www.eventfinda.co.nz/2023/the-pawnshop/auckland/balmoral,"Capitol Cinema, Balmoral, Auckland",Sun 28 May 6:45pm,Film
Car Boot Sale Matakana Country Park Market,https://www.eventfinda.co.nz/2023/car-boot-sale-matakana-country-park-market/auckland/matakana,"Matakana Country Park, Matakana, Auckland",Sun 28 May 8:30am,Markets and Fairs
Sunday Sessions with Jaz Paterson,https://www.eventfinda.co.nz/2023/sunday-sessions-with-jaz-paterson/auckland/henderson,"The Good Home Lincoln, Henderson, Auckland",Sun 28 May 2:00pm,"Covers, Tribute Bands"
Sri Chinmoy Auckland Series 2023,https://www.eventfinda.co.nz/2023/sri-chinmoy-auckland-series-2023/auckland/grafton,"Auckland Domain, Grafton, Auckland",Sun 28 May 7:45am,Fun Runs & Walks
Jazz and Easy Listening with The Society Jazzmen,https://www.eventfinda.co.nz/2023/jazz-and-easy-listening-with-the-society-jazzmen/auckland/mission-bay,"De Fontein, Mission Bay, Auckland",Sun 28 May 4:00pm,Jazz
Titirangi Village Market,https://www.eventfinda.co.nz/2023/titirangi-village-market/auckland/titirangi,"Titirangi War Memorial Hall, Titirangi, Auckland",Sun 28 May 10:00am,Markets and Fairs
