car_class,price_change,from_day,to_day,pick_up_month
H-Economy Automatic-EDAR (Nissan Micra),0,19,19,August
F-Compact Automatic-CDAR (Nissan Tiida),0,19,19,August
A-Mini Manual-MDMR (Citroen C1),0,19,19,September
B-Economy Manual-ECMR (Mazda2),0,19,19,September
C-Compact Manual-CDMR (Nissan Tiida),0,19,19,September
N-MINI+Automatic-MDAR (Chevrolet Spark),0,19,19,September
H-Economy Automatic-EDAR (Nissan Micra),0,19,19,September
F-Compact Automatic-CDAR (Nissan Tiida),0,19,19,September
A-Mini Manual-MDMR (Citroen C1),0,19,19,October
B-Economy Manual-ECMR (Mazda2),0,19,19,October
C-Compact Manual-CDMR (Nissan Tiida),0,19,19,October
N-MINI+Automatic-MDAR (Chevrolet Spark),0,19,19,October
H-Economy Automatic-EDAR (Nissan Micra),0,19,19,October
F-Compact Automatic-CDAR (Nissan Tiida),0,19,19,October
A-Mini Manual-MDMR (Citroen C1),-5,19,19,November
B-Economy Manual-ECMR (Mazda2),-5,19,19,November
C-Compact Manual-CDMR (Nissan Tiida),-5,19,19,November
N-MINI+Automatic-MDAR (Chevrolet Spark),-5,19,19,November
H-Economy Automatic-EDAR (Nissan Micra),-5,19,19,November
F-Compact Automatic-CDAR (Nissan Tiida),-5,19,19,November
A-Mini Manual-MDMR (Citroen C1),-5,19,19,December
B-Economy Manual-ECMR (Mazda2),-5,19,19,December
C-Compact Manual-CDMR (Nissan Tiida),-5,19,19,December
N-MINI+Automatic-MDAR (Chevrolet Spark),-5,19,19,December
H-Economy Automatic-EDAR (Nissan Micra),-5,19,19,December
F-Compact Automatic-CDAR (Nissan Tiida),-5,19,19,December
A-Mini Manual-MDMR (Citroen C1),-6,20,20,January
B-Economy Manual-ECMR (Mazda2),-6,20,20,January
C-Compact Manual-CDMR (Nissan Tiida),-6,20,20,January
N-MINI+Automatic-MDAR (Chevrolet Spark),-6,20,20,January
H-Economy Automatic-EDAR (Nissan Micra),-6,20,20,January
F-Compact Automatic-CDAR (Nissan Tiida),-6,20,20,January
A-Mini Manual-MDMR (Citroen C1),-6,20,20,February
B-Economy Manual-ECMR (Mazda2),-6,20,20,February
C-Compact Manual-CDMR (Nissan Tiida),-6,20,20,February
N-MINI+Automatic-MDAR (Chevrolet Spark),-6,20,20,February
H-Economy Automatic-EDAR (Nissan Micra),-6,20,20,February
F-Compact Automatic-CDAR (Nissan Tiida),-6,20,20,February
A-Mini Manual-MDMR (Citroen C1),-6,20,20,March
B-Economy Manual-ECMR (Mazda2),-6,20,20,March
C-Compact Manual-CDMR (Nissan Tiida),-6,20,20,March
N-MINI+Automatic-MDAR (Chevrolet Spark),-6,20,20,March
H-Economy Automatic-EDAR (Nissan Micra),-6,20,20,March
F-Compact Automatic-CDAR (Nissan Tiida),-6,20,20,March
A-Mini Manual-MDMR (Citroen C1),0,20,20,April
B-Economy Manual-ECMR (Mazda2),0,20,20,April
C-Compact Manual-CDMR (Nissan Tiida),0,20,20,April
N-MINI+Automatic-MDAR (Chevrolet Spark),0,20,20,April
H-Economy Automatic-EDAR (Nissan Micra),0,20,20,April
F-Compact Automatic-CDAR (Nissan Tiida),0,20,20,April
A-Mini Manual-MDMR (Citroen C1),0,20,20,May
B-Economy Manual-ECMR (Mazda2),0,20,20,May
C-Compact Manual-CDMR (Nissan Tiida),0,20,20,May
N-MINI+Automatic-MDAR (Chevrolet Spark),0,20,20,May
H-Economy Automatic-EDAR (Nissan Micra),0,20,20,May
F-Compact Automatic-CDAR (Nissan Tiida),0,20,20,May
A-Mini Manual-MDMR (Citroen C1),0,20,20,June
B-Economy Manual-ECMR (Mazda2),0,20,20,June
C-Compact Manual-CDMR (Nissan Tiida),0,20,20,June
N-MINI+Automatic-MDAR (Chevrolet Spark),0,20,20,June
H-Economy Automatic-EDAR (Nissan Micra),0,20,20,June
F-Compact Automatic-CDAR (Nissan Tiida),0,20,20,June
A-Mini Manual-MDMR (Citroen C1),0,20,20,July
B-Economy Manual-ECMR (Mazda2),0,20,20,July
C-Compact Manual-CDMR (Nissan Tiida),0,20,20,July
N-MINI+Automatic-MDAR (Chevrolet Spark),0,20,20,July
H-Economy Automatic-EDAR (Nissan Micra),0,20,20,July
F-Compact Automatic-CDAR (Nissan Tiida),0,20,20,July
A-Mini Manual-MDMR (Citroen C1),0,20,20,August
B-Economy Manual-ECMR (Mazda2),0,20,20,August
C-Compact Manual-CDMR (Nissan Tiida),0,20,20,August
N-MINI+Automatic-MDAR (Chevrolet Spark),0,20,20,August
H-Economy Automatic-EDAR (Nissan Micra),0,20,20,August
F-Compact Automatic-CDAR (Nissan Tiida),0,20,20,August
A-Mini Manual-MDMR (Citroen C1),0,20,20,September
B-Economy Manual-ECMR (Mazda2),0,20,20,September
C-Compact Manual-CDMR (Nissan Tiida),0,20,20,September
N-MINI+Automatic-MDAR (Chevrolet Spark),0,20,20,September
H-Economy Automatic-EDAR (Nissan Micra),0,20,20,September
F-Compact Automatic-CDAR (Nissan Tiida),0,20,20,September
A-Mini Manual-MDMR (Citroen C1),0,20,20,October
B-Economy Manual-ECMR (Mazda2),0,20,20,October
C-Compact Manual-CDMR (Nissan Tiida),0,20,20,October
N-MINI+Automatic-MDAR (Chevrolet Spark),0,20,20,October
H-Economy Automatic-EDAR (Nissan Micra),0,20,20,October
F-Compact Automatic-CDAR (Nissan Tiida),0,20,20,October
A-Mini Manual-MDMR (Citroen C1),-6,20,20,November
B-Economy Manual-ECMR (Mazda2),-6,20,20,November
C-Compact Manual-CDMR (Nissan Tiida),-6,20,20,November
N-MINI+Automatic-MDAR (Chevrolet Spark),-6,20,20,November
H-Economy Automatic-EDAR (Nissan Micra),-6,20,20,November
F-Compact Automatic-CDAR (Nissan Tiida),-6,20,20,November
A-Mini Manual-MDMR (Citroen C1),-6,20,20,December
B-Economy Manual-ECMR (Mazda2),-6,20,20,December
C-Compact Manual-CDMR (Nissan Tiida),-6,20,20,December
N-MINI+Automatic-MDAR (Chevrolet Spark),-6,20,20,December
H-Economy Automatic-EDAR (Nissan Micra),-6,20,20,December
F-Compact Automatic-CDAR (Nissan Tiida),-6,20,20,December
A-Mini Manual-MDMR (Citroen C1),-7,21,21,January
B-Economy Manual-ECMR (Mazda2),-7,21,21,January
C-Compact Manual-CDMR (Nissan Tiida),-7,21,21,January
N-MINI+Automatic-MDAR (Chevrolet Spark),-7,21,21,January
H-Economy Automatic-EDAR (Nissan Micra),-7,21,21,January
F-Compact Automatic-CDAR (Nissan Tiida),-7,21,21,January
A-Mini Manual-MDMR (Citroen C1),-7,21,21,February
B-Economy Manual-ECMR (Mazda2),-7,21,21,February
C-Compact Manual-CDMR (Nissan Tiida),-7,21,21,February
N-MINI+Automatic-MDAR (Chevrolet Spark),-7,21,21,February
H-Economy Automatic-EDAR (Nissan Micra),-7,21,21,February
F-Compact Automatic-CDAR (Nissan Tiida),-7,21,21,February
A-Mini Manual-MDMR (Citroen C1),-7,21,21,March
B-Economy Manual-ECMR (Mazda2),-7,21,21,March
C-Compact Manual-CDMR (Nissan Tiida),-7,21,21,March
N-MINI+Automatic-MDAR (Chevrolet Spark),-7,21,21,March
H-Economy Automatic-EDAR (Nissan Micra),-7,21,21,March
F-Compact Automatic-CDAR (Nissan Tiida),-7,21,21,March
A-Mini Manual-MDMR (Citroen C1),0,21,21,April
B-Economy Manual-ECMR (Mazda2),0,21,21,April
C-Compact Manual-CDMR (Nissan Tiida),0,21,21,April
N-MINI+Automatic-MDAR (Chevrolet Spark),0,21,21,April
H-Economy Automatic-EDAR (Nissan Micra),0,21,21,April
F-Compact Automatic-CDAR (Nissan Tiida),0,21,21,April
A-Mini Manual-MDMR (Citroen C1),0,21,21,May
B-Economy Manual-ECMR (Mazda2),0,21,21,May
C-Compact Manual-CDMR (Nissan Tiida),0,21,21,May
N-MINI+Automatic-MDAR (Chevrolet Spark),0,21,21,May
H-Economy Automatic-EDAR (Nissan Micra),0,21,21,May
F-Compact Automatic-CDAR (Nissan Tiida),0,21,21,May
A-Mini Manual-MDMR (Citroen C1),0,21,21,June
B-Economy Manual-ECMR (Mazda2),0,21,21,June
C-Compact Manual-CDMR (Nissan Tiida),0,21,21,June
N-MINI+Automatic-MDAR (Chevrolet Spark),0,21,21,June
H-Economy Automatic-EDAR (Nissan Micra),0,21,21,June
F-Compact Automatic-CDAR (Nissan Tiida),0,21,21,June
A-Mini Manual-MDMR (Citroen C1),0,21,21,July
B-Economy Manual-ECMR (Mazda2),0,21,21,July
C-Compact Manual-CDMR (Nissan Tiida),0,21,21,July
N-MINI+Automatic-MDAR (Chevrolet Spark),0,21,21,July
H-Economy Automatic-EDAR (Nissan Micra),0,21,21,July
F-Compact Automatic-CDAR (Nissan Tiida),0,21,21,July
A-Mini Manual-MDMR (Citroen C1),0,21,21,August
B-Economy Manual-ECMR (Mazda2),0,21,21,August
C-Compact Manual-CDMR (Nissan Tiida),0,21,21,August
N-MINI+Automatic-MDAR (Chevrolet Spark),0,21,21,August
H-Economy Automatic-EDAR (Nissan Micra),0,21,21,August
F-Compact Automatic-CDAR (Nissan Tiida),0,21,21,August
A-Mini Manual-MDMR (Citroen C1),0,21,21,September
B-Economy Manual-ECMR (Mazda2),0,21,21,September
C-Compact Manual-CDMR (Nissan Tiida),0,21,21,September
N-MINI+Automatic-MDAR (Chevrolet Spark),0,21,21,September
H-Economy Automatic-EDAR (Nissan Micra),0,21,21,September
F-Compact Automatic-CDAR (Nissan Tiida),0,21,21,September
A-Mini Manual-MDMR (Citroen C1),0,21,21,October
B-Economy Manual-ECMR (Mazda2),0,21,21,October
C-Compact Manual-CDMR (Nissan Tiida),0,21,21,October
N-MINI+Automatic-MDAR (Chevrolet Spark),0,21,21,October
H-Economy Automatic-EDAR (Nissan Micra),0,21,21,October
F-Compact Automatic-CDAR (Nissan Tiida),0,21,21,October
A-Mini Manual-MDMR (Citroen C1),-7,21,21,November
B-Economy Manual-ECMR (Mazda2),-7,21,21,November
C-Compact Manual-CDMR (Nissan Tiida),-7,21,21,November
N-MINI+Automatic-MDAR (Chevrolet Spark),-7,21,21,November
H-Economy Automatic-EDAR (Nissan Micra),-7,21,21,November
F-Compact Automatic-CDAR (Nissan Tiida),-7,21,21,November
A-Mini Manual-MDMR (Citroen C1),-7,21,21,December
B-Economy Manual-ECMR (Mazda2),-7,21,21,December
C-Compact Manual-CDMR (Nissan Tiida),-7,21,21,December
N-MINI+Automatic-MDAR (Chevrolet Spark),-7,21,21,December
H-Economy Automatic-EDAR (Nissan Micra),-7,21,21,December
F-Compact Automatic-CDAR (Nissan Tiida),-7,21,21,December
A-Mini Manual-MDMR (Citroen C1),-8,22,22,January
B-Economy Manual-ECMR (Mazda2),-8,22,22,January
C-Compact Manual-CDMR (Nissan Tiida),-8,22,22,January
N-MINI+Automatic-MDAR (Chevrolet Spark),-8,22,22,January
H-Economy Automatic-EDAR (Nissan Micra),-8,22,22,January
F-Compact Automatic-CDAR (Nissan Tiida),-8,22,22,January
A-Mini Manual-MDMR (Citroen C1),-8,22,22,February
B-Economy Manual-ECMR (Mazda2),-8,22,22,February
C-Compact Manual-CDMR (Nissan Tiida),-8,22,22,February
N-MINI+Automatic-MDAR (Chevrolet Spark),-8,22,22,February
H-Economy Automatic-EDAR (Nissan Micra),-8,22,22,February
F-Compact Automatic-CDAR (Nissan Tiida),-8,22,22,February
A-Mini Manual-MDMR (Citroen C1),-8,22,22,March
B-Economy Manual-ECMR (Mazda2),-8,22,22,March
C-Compact Manual-CDMR (Nissan Tiida),-8,22,22,March
N-MINI+Automatic-MDAR (Chevrolet Spark),-8,22,22,March
H-Economy Automatic-EDAR (Nissan Micra),-8,22,22,March
F-Compact Automatic-CDAR (Nissan Tiida),-8,22,22,March
A-Mini Manual-MDMR (Citroen C1),0,22,22,April
B-Economy Manual-ECMR (Mazda2),0,22,22,April
C-Compact Manual-CDMR (Nissan Tiida),0,22,22,April
N-MINI+Automatic-MDAR (Chevrolet Spark),0,22,22,April
H-Economy Automatic-EDAR (Nissan Micra),0,22,22,April
F-Compact Automatic-CDAR (Nissan Tiida),0,22,22,April
A-Mini Manual-MDMR (Citroen C1),0,22,22,May
B-Economy Manual-ECMR (Mazda2),0,22,22,May
C-Compact Manual-CDMR (Nissan Tiida),0,22,22,May
N-MINI+Automatic-MDAR (Chevrolet Spark),0,22,22,May
H-Economy Automatic-EDAR (Nissan Micra),0,22,22,May
F-Compact Automatic-CDAR (Nissan Tiida),0,22,22,May
A-Mini Manual-MDMR (Citroen C1),0,22,22,June
B-Economy Manual-ECMR (Mazda2),0,22,22,June
C-Compact Manual-CDMR (Nissan Tiida),0,22,22,June
N-MINI+Automatic-MDAR (Chevrolet Spark),0,22,22,June
H-Economy Automatic-EDAR (Nissan Micra),0,22,22,June
F-Compact Automatic-CDAR (Nissan Tiida),0,22,22,June
A-Mini Manual-MDMR (Citroen C1),0,22,22,July
B-Economy Manual-ECMR (Mazda2),0,22,22,July
C-Compact Manual-CDMR (Nissan Tiida),0,22,22,July
N-MINI+Automatic-MDAR (Chevrolet Spark),0,22,22,July
H-Economy Automatic-EDAR (Nissan Micra),0,22,22,July
F-Compact Automatic-CDAR (Nissan Tiida),0,22,22,July
A-Mini Manual-MDMR (Citroen C1),0,22,22,August
B-Economy Manual-ECMR (Mazda2),0,22,22,August
C-Compact Manual-CDMR (Nissan Tiida),0,22,22,August
N-MINI+Automatic-MDAR (Chevrolet Spark),0,22,22,August
H-Economy Automatic-EDAR (Nissan Micra),0,22,22,August
F-Compact Automatic-CDAR (Nissan Tiida),0,22,22,August
A-Mini Manual-MDMR (Citroen C1),0,22,22,September
B-Economy Manual-ECMR (Mazda2),0,22,22,September
C-Compact Manual-CDMR (Nissan Tiida),0,22,22,September
N-MINI+Automatic-MDAR (Chevrolet Spark),0,22,22,September
H-Economy Automatic-EDAR (Nissan Micra),0,22,22,September
F-Compact Automatic-CDAR (Nissan Tiida),0,22,22,September
A-Mini Manual-MDMR (Citroen C1),0,22,22,October
B-Economy Manual-ECMR (Mazda2),0,22,22,October
C-Compact Manual-CDMR (Nissan Tiida),0,22,22,October
N-MINI+Automatic-MDAR (Chevrolet Spark),0,22,22,October
H-Economy Automatic-EDAR (Nissan Micra),0,22,22,October
F-Compact Automatic-CDAR (Nissan Tiida),0,22,22,October
A-Mini Manual-MDMR (Citroen C1),-8,22,22,November
B-Economy Manual-ECMR (Mazda2),-8,22,22,November
C-Compact Manual-CDMR (Nissan Tiida),-8,22,22,November
N-MINI+Automatic-MDAR (Chevrolet Spark),-8,22,22,November
H-Economy Automatic-EDAR (Nissan Micra),-8,22,22,November
F-Compact Automatic-CDAR (Nissan Tiida),-8,22,22,November
A-Mini Manual-MDMR (Citroen C1),-8,22,22,December
B-Economy Manual-ECMR (Mazda2),-8,22,22,December
C-Compact Manual-CDMR (Nissan Tiida),-8,22,22,December
N-MINI+Automatic-MDAR (Chevrolet Spark),-8,22,22,December
H-Economy Automatic-EDAR (Nissan Micra),-8,22,22,December
F-Compact Automatic-CDAR (Nissan Tiida),-8,22,22,December
A-Mini Manual-MDMR (Citroen C1),-9,23,23,January
B-Economy Manual-ECMR (Mazda2),-9,23,23,January
C-Compact Manual-CDMR (Nissan Tiida),-9,23,23,January
N-MINI+Automatic-MDAR (Chevrolet Spark),-9,23,23,January
H-Economy Automatic-EDAR (Nissan Micra),-9,23,23,January
F-Compact Automatic-CDAR (Nissan Tiida),-9,23,23,January
A-Mini Manual-MDMR (Citroen C1),-9,23,23,February
B-Economy Manual-ECMR (Mazda2),-9,23,23,February
C-Compact Manual-CDMR (Nissan Tiida),-9,23,23,February
N-MINI+Automatic-MDAR (Chevrolet Spark),-9,23,23,February
H-Economy Automatic-EDAR (Nissan Micra),-9,23,23,February
F-Compact Automatic-CDAR (Nissan Tiida),-9,23,23,February
A-Mini Manual-MDMR (Citroen C1),-9,23,23,March
B-Economy Manual-ECMR (Mazda2),-9,23,23,March
C-Compact Manual-CDMR (Nissan Tiida),-9,23,23,March
N-MINI+Automatic-MDAR (Chevrolet Spark),-9,23,23,March
H-Economy Automatic-EDAR (Nissan Micra),-9,23,23,March
F-Compact Automatic-CDAR (Nissan Tiida),-9,23,23,March
A-Mini Manual-MDMR (Citroen C1),0,23,23,April
B-Economy Manual-ECMR (Mazda2),0,23,23,April
C-Compact Manual-CDMR (Nissan Tiida),0,23,23,April
N-MINI+Automatic-MDAR (Chevrolet Spark),0,23,23,April
H-Economy Automatic-EDAR (Nissan Micra),0,23,23,April
F-Compact Automatic-CDAR (Nissan Tiida),0,23,23,April
A-Mini Manual-MDMR (Citroen C1),0,23,23,May
B-Economy Manual-ECMR (Mazda2),0,23,23,May
C-Compact Manual-CDMR (Nissan Tiida),0,23,23,May
N-MINI+Automatic-MDAR (Chevrolet Spark),0,23,23,May
H-Economy Automatic-EDAR (Nissan Micra),0,23,23,May
F-Compact Automatic-CDAR (Nissan Tiida),0,23,23,May
A-Mini Manual-MDMR (Citroen C1),0,23,23,June
B-Economy Manual-ECMR (Mazda2),0,23,23,June
C-Compact Manual-CDMR (Nissan Tiida),0,23,23,June
N-MINI+Automatic-MDAR (Chevrolet Spark),0,23,23,June
H-Economy Automatic-EDAR (Nissan Micra),0,23,23,June
F-Compact Automatic-CDAR (Nissan Tiida),0,23,23,June
A-Mini Manual-MDMR (Citroen C1),0,23,23,July
B-Economy Manual-ECMR (Mazda2),0,23,23,July
C-Compact Manual-CDMR (Nissan Tiida),0,23,23,July
N-MINI+Automatic-MDAR (Chevrolet Spark),0,23,23,July
H-Economy Automatic-EDAR (Nissan Micra),0,23,23,July
F-Compact Automatic-CDAR (Nissan Tiida),0,23,23,July
A-Mini Manual-MDMR (Citroen C1),0,23,23,August
B-Economy Manual-ECMR (Mazda2),0,23,23,August
C-Compact Manual-CDMR (Nissan Tiida),0,23,23,August
N-MINI+Automatic-MDAR (Chevrolet Spark),0,23,23,August
H-Economy Automatic-EDAR (Nissan Micra),0,23,23,August
F-Compact Automatic-CDAR (Nissan Tiida),0,23,23,August
A-Mini Manual-MDMR (Citroen C1),0,23,23,September
B-Economy Manual-ECMR (Mazda2),0,23,23,September
C-Compact Manual-CDMR (Nissan Tiida),0,23,23,September
N-MINI+Automatic-MDAR (Chevrolet Spark),0,23,23,September
H-Economy Automatic-EDAR (Nissan Micra),0,23,23,September
F-Compact Automatic-CDAR (Nissan Tiida),0,23,23,September
A-Mini Manual-MDMR (Citroen C1),0,23,23,October
B-Economy Manual-ECMR (Mazda2),0,23,23,October
C-Compact Manual-CDMR (Nissan Tiida),0,23,23,October
N-MINI+Automatic-MDAR (Chevrolet Spark),0,23,23,October
H-Economy Automatic-EDAR (Nissan Micra),0,23,23,October
F-Compact Automatic-CDAR (Nissan Tiida),0,23,23,October
A-Mini Manual-MDMR (Citroen C1),-9,23,23,November
B-Economy Manual-ECMR (Mazda2),-9,23,23,November
C-Compact Manual-CDMR (Nissan Tiida),-9,23,23,November
N-MINI+Automatic-MDAR (Chevrolet Spark),-9,23,23,November
H-Economy Automatic-EDAR (Nissan Micra),-9,23,23,November
F-Compact Automatic-CDAR (Nissan Tiida),-9,23,23,November
A-Mini Manual-MDMR (Citroen C1),-9,23,23,December
B-Economy Manual-ECMR (Mazda2),-9,23,23,December
C-Compact Manual-CDMR (Nissan Tiida),-9,23,23,December
N-MINI+Automatic-MDAR (Chevrolet Spark),-9,23,23,December
H-Economy Automatic-EDAR (Nissan Micra),-9,23,23,December
F-Compact Automatic-CDAR (Nissan Tiida),-9,23,23,December
A-Mini Manual-MDMR (Citroen C1),-10,24,24,January
B-Economy Manual-ECMR (Mazda2),-10,24,24,January
C-Compact Manual-CDMR (Nissan Tiida),-10,24,24,January
N-MINI+Automatic-MDAR (Chevrolet Spark),-10,24,24,January
H-Economy Automatic-EDAR (Nissan Micra),-10,24,24,January
F-Compact Automatic-CDAR (Nissan Tiida),-10,24,24,January
A-Mini Manual-MDMR (Citroen C1),-10,24,24,February
B-Economy Manual-ECMR (Mazda2),-10,24,24,February
C-Compact Manual-CDMR (Nissan Tiida),-10,24,24,February
N-MINI+Automatic-MDAR (Chevrolet Spark),-10,24,24,February
H-Economy Automatic-EDAR (Nissan Micra),-10,24,24,February
F-Compact Automatic-CDAR (Nissan Tiida),-10,24,24,February
A-Mini Manual-MDMR (Citroen C1),-10,24,24,March
B-Economy Manual-ECMR (Mazda2),-10,24,24,March
C-Compact Manual-CDMR (Nissan Tiida),-10,24,24,March
N-MINI+Automatic-MDAR (Chevrolet Spark),-10,24,24,March
H-Economy Automatic-EDAR (Nissan Micra),-10,24,24,March
F-Compact Automatic-CDAR (Nissan Tiida),-10,24,24,March
A-Mini Manual-MDMR (Citroen C1),0,24,24,April
B-Economy Manual-ECMR (Mazda2),0,24,24,April
C-Compact Manual-CDMR (Nissan Tiida),0,24,24,April
N-MINI+Automatic-MDAR (Chevrolet Spark),0,24,24,April
H-Economy Automatic-EDAR (Nissan Micra),0,24,24,April
F-Compact Automatic-CDAR (Nissan Tiida),0,24,24,April
A-Mini Manual-MDMR (Citroen C1),0,24,24,May
B-Economy Manual-ECMR (Mazda2),0,24,24,May
C-Compact Manual-CDMR (Nissan Tiida),0,24,24,May
N-MINI+Automatic-MDAR (Chevrolet Spark),0,24,24,May
H-Economy Automatic-EDAR (Nissan Micra),0,24,24,May
F-Compact Automatic-CDAR (Nissan Tiida),0,24,24,May
A-Mini Manual-MDMR (Citroen C1),0,24,24,June
B-Economy Manual-ECMR (Mazda2),0,24,24,June
C-Compact Manual-CDMR (Nissan Tiida),0,24,24,June
N-MINI+Automatic-MDAR (Chevrolet Spark),0,24,24,June
H-Economy Automatic-EDAR (Nissan Micra),0,24,24,June
F-Compact Automatic-CDAR (Nissan Tiida),0,24,24,June
A-Mini Manual-MDMR (Citroen C1),0,24,24,July
B-Economy Manual-ECMR (Mazda2),0,24,24,July
C-Compact Manual-CDMR (Nissan Tiida),0,24,24,July
N-MINI+Automatic-MDAR (Chevrolet Spark),0,24,24,July
H-Economy Automatic-EDAR (Nissan Micra),0,24,24,July
F-Compact Automatic-CDAR (Nissan Tiida),0,24,24,July
A-Mini Manual-MDMR (Citroen C1),0,24,24,August
B-Economy Manual-ECMR (Mazda2),0,24,24,August
C-Compact Manual-CDMR (Nissan Tiida),0,24,24,August
N-MINI+Automatic-MDAR (Chevrolet Spark),0,24,24,August
H-Economy Automatic-EDAR (Nissan Micra),0,24,24,August
F-Compact Automatic-CDAR (Nissan Tiida),0,24,24,August
A-Mini Manual-MDMR (Citroen C1),0,24,24,September
B-Economy Manual-ECMR (Mazda2),0,24,24,September
C-Compact Manual-CDMR (Nissan Tiida),0,24,24,September
N-MINI+Automatic-MDAR (Chevrolet Spark),0,24,24,September
H-Economy Automatic-EDAR (Nissan Micra),0,24,24,September
F-Compact Automatic-CDAR (Nissan Tiida),0,24,24,September
A-Mini Manual-MDMR (Citroen C1),0,24,24,October
B-Economy Manual-ECMR (Mazda2),0,24,24,October
C-Compact Manual-CDMR (Nissan Tiida),0,24,24,October
N-MINI+Automatic-MDAR (Chevrolet Spark),0,24,24,October
H-Economy Automatic-EDAR (Nissan Micra),0,24,24,October
F-Compact Automatic-CDAR (Nissan Tiida),0,24,24,October
A-Mini Manual-MDMR (Citroen C1),-10,24,24,November
B-Economy Manual-ECMR (Mazda2),-10,24,24,November
C-Compact Manual-CDMR (Nissan Tiida),-10,24,24,November
N-MINI+Automatic-MDAR (Chevrolet Spark),-10,24,24,November
H-Economy Automatic-EDAR (Nissan Micra),-10,24,24,November
F-Compact Automatic-CDAR (Nissan Tiida),-10,24,24,November
A-Mini Manual-MDMR (Citroen C1),-10,24,24,December
B-Economy Manual-ECMR (Mazda2),-10,24,24,December
C-Compact Manual-CDMR (Nissan Tiida),-10,24,24,December
N-MINI+Automatic-MDAR (Chevrolet Spark),-10,24,24,December
H-Economy Automatic-EDAR (Nissan Micra),-10,24,24,December
F-Compact Automatic-CDAR (Nissan Tiida),-10,24,24,December
A-Mini Manual-MDMR (Citroen C1),-10,25,25,January
B-Economy Manual-ECMR (Mazda2),-10,25,25,January
C-Compact Manual-CDMR (Nissan Tiida),-10,25,25,January
N-MINI+Automatic-MDAR (Chevrolet Spark),-10,25,25,January
H-Economy Automatic-EDAR (Nissan Micra),-10,25,25,January
F-Compact Automatic-CDAR (Nissan Tiida),-10,25,25,January
A-Mini Manual-MDMR (Citroen C1),-10,25,25,February
B-Economy Manual-ECMR (Mazda2),-10,25,25,February
C-Compact Manual-CDMR (Nissan Tiida),-10,25,25,February
N-MINI+Automatic-MDAR (Chevrolet Spark),-10,25,25,February
H-Economy Automatic-EDAR (Nissan Micra),-10,25,25,February
F-Compact Automatic-CDAR (Nissan Tiida),-10,25,25,February
A-Mini Manual-MDMR (Citroen C1),-10,25,25,March
B-Economy Manual-ECMR (Mazda2),-10,25,25,March
C-Compact Manual-CDMR (Nissan Tiida),-10,25,25,March
N-MINI+Automatic-MDAR (Chevrolet Spark),-10,25,25,March
H-Economy Automatic-EDAR (Nissan Micra),-10,25,25,March
F-Compact Automatic-CDAR (Nissan Tiida),-10,25,25,March
A-Mini Manual-MDMR (Citroen C1),0,25,25,April
B-Economy Manual-ECMR (Mazda2),0,25,25,April
C-Compact Manual-CDMR (Nissan Tiida),0,25,25,April
N-MINI+Automatic-MDAR (Chevrolet Spark),0,25,25,April
H-Economy Automatic-EDAR (Nissan Micra),0,25,25,April
F-Compact Automatic-CDAR (Nissan Tiida),0,25,25,April
A-Mini Manual-MDMR (Citroen C1),0,25,25,May
B-Economy Manual-ECMR (Mazda2),0,25,25,May
C-Compact Manual-CDMR (Nissan Tiida),0,25,25,May
N-MINI+Automatic-MDAR (Chevrolet Spark),0,25,25,May
H-Economy Automatic-EDAR (Nissan Micra),0,25,25,May
F-Compact Automatic-CDAR (Nissan Tiida),0,25,25,May
A-Mini Manual-MDMR (Citroen C1),0,25,25,June
B-Economy Manual-ECMR (Mazda2),0,25,25,June
C-Compact Manual-CDMR (Nissan Tiida),0,25,25,June
N-MINI+Automatic-MDAR (Chevrolet Spark),0,25,25,June
H-Economy Automatic-EDAR (Nissan Micra),0,25,25,June
F-Compact Automatic-CDAR (Nissan Tiida),0,25,25,June
A-Mini Manual-MDMR (Citroen C1),0,25,25,July
B-Economy Manual-ECMR (Mazda2),0,25,25,July
C-Compact Manual-CDMR (Nissan Tiida),0,25,25,July
N-MINI+Automatic-MDAR (Chevrolet Spark),0,25,25,July
H-Economy Automatic-EDAR (Nissan Micra),0,25,25,July
F-Compact Automatic-CDAR (Nissan Tiida),0,25,25,July
A-Mini Manual-MDMR (Citroen C1),0,25,25,August
B-Economy Manual-ECMR (Mazda2),0,25,25,August
C-Compact Manual-CDMR (Nissan Tiida),0,25,25,August
N-MINI+Automatic-MDAR (Chevrolet Spark),0,25,25,August
H-Economy Automatic-EDAR (Nissan Micra),0,25,25,August
F-Compact Automatic-CDAR (Nissan Tiida),0,25,25,August
A-Mini Manual-MDMR (Citroen C1),0,25,25,September
B-Economy Manual-ECMR (Mazda2),0,25,25,September
C-Compact Manual-CDMR (Nissan Tiida),0,25,25,September
N-MINI+Automatic-MDAR (Chevrolet Spark),0,25,25,September
H-Economy Automatic-EDAR (Nissan Micra),0,25,25,September
F-Compact Automatic-CDAR (Nissan Tiida),0,25,25,September
A-Mini Manual-MDMR (Citroen C1),0,25,25,October
B-Economy Manual-ECMR (Mazda2),0,25,25,October
C-Compact Manual-CDMR (Nissan Tiida),0,25,25,October
N-MINI+Automatic-MDAR (Chevrolet Spark),0,25,25,October
H-Economy Automatic-EDAR (Nissan Micra),0,25,25,October
F-Compact Automatic-CDAR (Nissan Tiida),0,25,25,October
A-Mini Manual-MDMR (Citroen C1),-10,25,25,November
